11,0.07960245582265768
12,0.07980160648018109
13,0.07959317963182633
14,0.07915893138378072
15,0.07856468527545624
16,0.07792225111056283
17,0.07722432202164742
18,0.07649766664378577
19,0.07581129653342222
20,0.07514199657317
21,0.07431960949085381
22,0.07365240065802625
23,0.07300081286712534
24,0.07234788471266196
25,0.07153522802796064
26,0.07103357010935518
27,0.07036060337961192
28,0.06983083176297178
29,0.06935309857734784
30,0.06887487888203414
31,0.06849802704579155
32,0.06753031883887961
33,0.0753844302931036
34,0.06423846151161516
35,0.07189488296593627
36,0.06611562287818817
37,0.06553535556943879
38,0.06510737168635883
39,0.06494673282995078
40,0.06433235212928112
41,0.06421193150644189
42,0.06471886090549628
43,0.06303829192632382
44,0.06299773330226344
45,0.06045232063483175
46,0.0623273741285606
47,0.061926014821693354
48,0.06177544784158684
49,0.06101175752489918
50,0.060875664598912804
